clickability_test_id,headline,clicks
5143607e220cb80002000965,Bernie Sanders Is Terrified. You Should Be Too.,46
5143607e220cb80002000965,Can You Imagine Having The Cash To Buy An Election? That's A Reality For Some People.,12
51436081220cb8000200097b,The Piece Of U.S. Currency That's Actually Worth Less Than Nothing ,39
51436081220cb8000200097b,Setting A Pile Of Money On Fire Makes More Economic Sense Than Continuing To Mint The Penny ,15
51436081220cb8000200097d,College-Age Republicans Don't Seem Much Like Regular Republicans,57
51436081220cb8000200097d,College-Age Republicans And Democrats Aren't Fighting Over Everything?,28
51436081220cb80002000981,China's Ivory Consumption Will Probably Kill Every Wild Elephant Over The Next 10 Years,23
51436081220cb80002000981,How Is The Earth Paying For China's Ivory Demand?,7
51436082220cb80002000988,All The Fun Things That Will Happen If The Sequester Really Happens,28
51436082220cb80002000988,All The Important Things Children Would Lose If We Go Ahead With This Sequester Stuff,20
51436087220cb800020009a9,One Of The Most Unique Attempts At Suicide Prevention Is Also Totally Beautiful,74
51436087220cb800020009a9,These People Did Not Plan On Being Here Today. So Why Are They?,32
51436089220cb800020009b5,Woman With 26 Boobs Goes Viral,65
51436089220cb800020009b5,NSFW: Woman With 26 Boobs Goes Viral,65
51436089220cb800020009bb,Why Doesn't This Vintage Batgirl PSA Feel All That … Vintage-y?,33
51436089220cb800020009bb,Will Batgirl Get Equal Pay? Tune In Tomorrow To Find Out!,12
5143608a220cb800020009c0,Politically Correct Alternate Endings To Princess Movies Disney Doesn't Want You To See,69
5143608a220cb800020009c0,Disney Movies Tend To End In Lies. Here's What Happens Next.,43
5143608c220cb800020009d8,"In Case You Missed It, Fox News Just Called The CEO Of The NRA 'Ridiculous",64
5143608c220cb800020009d8,"Am I Crazy, Or Did Fox News Just Call The CEO Of The NRA A Hypocrite?",51
5143608e220cb800020009ec,The Worst Online Dating Site In The History Of The World,89
5143608e220cb800020009ec,GOD HATES... SINGLE PEOPLE?,79
5143608e220cb800020009ed,"How To Talk To Scared, Condescending, Misinformed, Old, White Dudes With Your Host Hillary Clinton",47
5143608e220cb800020009ed,"How To Placate A Mansplainer While Ignoring Him Entirely, With Your Host, Hillary Rodham Clinton",22
5143608e220cb800020009f0,"Matt Damon's Incredible Pro-Toilet, Anti-Reporter Press Conference",118
5143608e220cb800020009f0,Matt Damon Pledges To 'Hold It' Until Everyone Has A Bathroom ,66
5143608f220cb800020009f5,Why Unmanned Drones Could Be The Best Thing To Happen To The Developing World In A Long Time,37
5143608f220cb800020009f5,How Flying Robots Can Help Us Fight Poverty ,17
5143608f220cb800020009f6,How Shelling Out For A Brand New Car Now Can Save You Thousands Of Dollars,30
5143608f220cb800020009f6,How To Save Money Step 1: Buy A New Car,17
51436090220cb80002000a03,What's Worse Than Gay Students Being Bullied? This School's Reaction To The Girl Trying To End It.,75
51436090220cb80002000a03,"Today, Help A 14 Year Old Girl Learn That The Adult World Can Actually Do Something Right ",23
51436091220cb80002000a0c,You Marry The Love Of Your Life. Then The Feds Get An Address Wrong And Arrest Them?,32
51436091220cb80002000a0c,FREE ADVICE: Don't Marry Foreigners. They'll Just End Up In Jail For 2 Years For No Reason.,18
51436093220cb80002000a27,It's Amazing How You'll Go Out Of Your Way To Help People Based On Their Looks,48
51436093220cb80002000a27,Would You Help Someone Who Made A Bad Decision? How 'Bout Now?,37
51436097220cb80002000a47,What Kind Of News Station Assassinates The Character Of A 4 Year Old?,69
51436097220cb80002000a47,News Program Busted After Disgusting Attempt To Portray 4 Year-Old As Future Gang Member,40
51436098220cb80002000a5a,Meet A Guy Who Makes A Living Making America Look Bad,45
51436098220cb80002000a5a,WARNING: The Worst Immigration Reform Ideas You've Ever Heard,21
51439a148d611f00020004a1,This Is Exactly How You Respond When You Find Out Someone Is Gay,86
51439a148d611f00020004a1,Proud Dad Doesn't Care Who His Son Dates As Long As He Picks Up Groceries,71
514785988367b00002000a91,Remember That Time A Rapist Got Convicted And The Internet Threatened To Kill The Victim For It?,162
514785988367b00002000a91,The One Where America Blames The Victim For Her Sexual Assault,113
514791e20f6dcb000200272e,The Rest Of The World Could Learn A Thing Or Two From This Girl's Parents,166
514791e20f6dcb000200272e,A Very Straightforward Question For The World From The Daughter Of A Jew And A Muslim,117
51480b8de28a19000200a708,Someone Hacked Upworthy's Vault And Put All Our Viral Secrets On The Internet. Not Cool.,28
51480b8de28a19000200a708,I Can't Believe Upworthy Said That About Your Mom,7
5148c60378ec5400020020d9,These Soldiers Served Their Country. Then THIS Happened?,51
5148c60378ec5400020020d9,The US Should Be Absolutely Ashamed Of What It's Doing To Their Brave Vets ,19
5148fb4dcb47730002005ec0,"If You Eat 1000 Cows In One Sitting, You're Either A Monster, Or You Just Ate McDonalds. Seriously.",84
5148fb4dcb47730002005ec0,"Frozen Meat Patties Contain HOW MANY DIFFERENT COWS? That's Gross, Filthy-Style.",40
51491741cb47730002007b6f,Meet The People Who Can't Stop Thinking About The Way We Touch Each Other,79
51491741cb47730002007b6f,When Was The Last Time You Touched Something Other Than Your Phone?,19
5149261ecb477300020089c4,Bookmark This For When You’re Sad And Instantly Be 100 Times Happier,76
5149261ecb477300020089c4,Watch The Most Powerful Force In The Universe In Action,34
5149d406c7a0fc0002006599,The Mysterious Early Death Of A Sexless One-Of-Kind 100-Year-Old,185
5149d406c7a0fc0002006599,The Terrible Impact Destroying Our Environment Can Have On One’s Sex Life,116
5149eb48b245f00002007fdd,10 Amazing International Photos That Will Give You Some Perspective,103
5149eb48b245f00002007fdd,"Just So You Know, That Dinosaur Toy You Used To Play With Is Still Cool",28
514a92182cf8c7000200385a,This 1 Minute Video Makes Me Want To Hug The World,66
514a92182cf8c7000200385a,This Is Pretty Much One Of The Coolest Anti-Hate Things I've Ever Seen,49
514bc00e974c7b00020129cb,Did You Ever Imagine A World Without Guns Could Look Like This?,20
514bc00e974c7b00020129cb,A Solution To Our Gun Culture That Even Chuck Norris Would Give 2 Thumbs-Up To,16
5150ba13487f5200020019ef,People All Across The World Are Demanding Something The Status Quo Says They Can't Have,26
5150ba13487f5200020019ef,"If You Think 'Justice' Isn't A Worthy Goal For Humanity, I Think You're On The Wrong Side Of History",21
5150ce5a6261cf0002003df7,Can Somebody Just Give This Guy A Million Bucks Already?,58
5150ce5a6261cf0002003df7,The Bulletproof Plan To Solve The World's Water Crisis,26
5150d085697351000200426d,What’s This Fat Woman Looking So Insanely Happy About?,32
5150d085697351000200426d,What’s This Woman Looking So Insanely Happy About?,18
5151ee591e19e80002001d8e,This Man Decided To Humiliate A Hate Group. Hilarity Ensues.,128
5151ee591e19e80002001d8e,"Is It OK For This Comic To Humiliate These People? Yes, Because These People Are Horrible.",65
515202fd891bda0002001095,"Are Americans Losing Their Minds? Apparently, Yes.",67
515202fd891bda0002001095,Why Is Everyone Starting To Think Like Rush Limbaugh? ,41
515210bf891bda000200221e,The Best Argument For Marriage Equality That You Won't Find In A Legal Brief,79
515210bf891bda000200221e,The 10 Minute Video Justice Scalia Should Watch Before He Makes A Decision On DOMA,35
51522872faad69000200469d,"This Supreme Court Justice Wants To Know When Bigotry Became Unconstitutional. Wait, What? ",46
51522872faad69000200469d,"If This Supreme Court Justice Thinks Ye Olde Folks Knew Best, Then I've Got Some Leeches To Sell Him",19
51529fddd35635000200ba1a,Do You Think 3D Printing Is Cool? Wait Until You See This.,53
51529fddd35635000200ba1a,I Bet You Never Thought A Desert Could Be This Useful,27
51534b106a8d89000201f546,Shouldn't The Whole 'Being-In-A-Car-Accident' Thing Be The Worst Part About Being In A Car Accident?,23
51534b106a8d89000201f546,I Tried To Live The American Dream And All I Got Was This Lousy Inescapable Pile Of Medical Bills,11
51534bae10f6500002005fc7,"OMG. Google ""Tucker Carlson"" And ""Gay Marriage",140
51534bae10f6500002005fc7,"We Googled ""Tucker Carlson"" And ""Gay Marriage"". Mayhem Ensued.",140
515592190cd90900020046e0,The New Pope Just Kissed A Muslim Woman's Foot; Watch The World React,110
515592190cd90900020046e0,The 2 Reasons Why I'm Loving This New Pope,58
515625b68e94210002001b69,Wanna Hear Rick Santorum's Crazy-Bigoted Theory About The Popularity Of Gay Marriage?,115
515625b68e94210002001b69,Rick Santorum Has Discovered The Secret Of Gay Marriage. It's Exactly As Crazy As You'd Think.,94
51574e288e942100020109cd,The Key To Happiness In 30 Seconds,37
51574e288e942100020109cd,Ten Signs It’s Time To Consider Prozac,23
5157804eb6b1d60002001931,What Happens When A Bunch Of Dudes Get Down With My Little Pony?,76
5157804eb6b1d60002001931,Watch A Bunch Of Grown Up Dudes Get All Excited About My Little Pony.,63
51591f1b19699d000200495f,An Open Letter To Scared Straight People From A Lesbian With Some Serious Showmanship,45
51591f1b19699d000200495f,An Open Letter From A Badass Lesbian To Some Sad Straight People,39
515926d8f8cc660002004ab7,Watch A Lesbian Dress Down Straight Ignorance And Then Drop The Proverbial Mic,74
515926d8f8cc660002004ab7,Dear Straight People,37
515a27bc8c1bd300020000fc,Spock Gives Teenage Girl Advice About Bullies; Entire Internet Has A Cry,117
515a27bc8c1bd300020000fc,Star Trek Does 'It Gets Better.' It's Pretty Amazing.,60
515a318201b27f0002000d17,"The Second Amendment Gets A Little Remix, And I Like It",39
515a318201b27f0002000d17,"If This Is What The Right To Bear Arms Looks Like, Sign Me Up",16
515ac4534c9a93000200308c,This What It Looks Like When A Corporation Has A Soul,41
515ac4534c9a93000200308c,Want To Earn My Business? Just Do The Right Thing.,8
515b283c2b70e400020085a4,North Korea Doesn't Want You To See This And They'll Be Really Furious If You Share It,82
515b283c2b70e400020085a4,What Do You Do When North Korea Threatens To Punish Your Family When You Escape?,38
515b35444c9a93000200b0b3,North Korea Doesn't Want You To See This And They'll Be Really Furious If You Share It,109
515b35444c9a93000200b0b3,"North Korea Would Ban This Video If They Could. Lucky For Us, They Can't.",83
515b6b834c9a93000200e7b6,MUST WATCH: The Pollution-Free Car That’s Telling A Whole Industry To Go Kiss Its ‘Gas’,55
515b6b834c9a93000200e7b6,"MUST WATCH: The 0-Emission, Air-Powered Car Big Oil Doesn’t Want You To Know About",41
515c24124dc7ca0002003fb7,Take The Gun Control Personality Test. Which Poster Suits You Best?,43
515c24124dc7ca0002003fb7,This Is What Happens When Artists Draw Guns,17
515c5f7766c7d70002001c73,"If You Think Old People Aren't Nearly As Cool As Young People, Then You Haven't Seen This Yet",95
515c5f7766c7d70002001c73,"When Amy Poehler Interviews A Storyteller, Magic Happens",63
515c71a366c7d7000200410a,Our Nation's Capital Has A Secret. And It's Dirtier Than You Can Possibly Imagine.,85
515c71a366c7d7000200410a,Fishing Is Like Sex...,53
515cad48519f250002009cc1,A Bunch Of Nerds Got Tired Of Cyberbullies So They Used Their Powers Of Science To Fight Them,57
515cad48519f250002009cc1,Watch A Bunch Of LAMO NERDS Stop Cyberbullying With Science. WHATEVER!,20
515db1c9683d3f000200112c,This Harry Potter Protest Sign Is Totally Riddikulus,123
515db1c9683d3f000200112c,Why Voldemort's Mom Could Have Been The Hero Of The Harry Potter Books,84
515df0dc03099b0002005e2f,Two Thumbs Up To The Amazing Man Who Wrote These Words Before He Passed On,72
515df0dc03099b0002005e2f,"When You Watch Movies For A Living, You Learn A Thing Or Two About Happiness And Thumbs",18
5162111fedfe45000200fff4,Watch An Anti-Tax Lobbyist Get Schooled On How Science Works By A 19-Year-Old College Kid,103
5162111fedfe45000200fff4,An Anti-Tax Economist Challenged A 19-Year-Old College Kid To A Debate On Economics. Whoops.,90
516249aafa95a500020168df,Conservative Economist Condescends To A College Kid Studying Science And Gets Schooled In Economics,113
516249aafa95a500020168df,Watch An Anti-Tax Economist Get Schooled On How The Economy Works By A 19-Year-Old College Kid,85
5162f6f0f62aaf0002000efb,Who Would Bully A Firefighter?! The Answer Is Crazy. ,41
5162f6f0f62aaf0002000efb,How Does A Firefighter Fight Something That’s Totally Invisible?,20
51637899bf5cd10002006730,"Moms Rock, Here's Proof.",12
51637899bf5cd10002006730,"Don't Worry, Moms Are Taking Over The World",8
5163a3256891a60002002fca,What This Husband Did When His Wife Got Cancer Will Keep Her Alive Forever,69
5163a3256891a60002002fca,Cancer Scares Friends Away. Watch What This Couple Did To Get Them Back.,42
5163a7c1f6c13700020032cc,There's Around $223 Trillion In The World. Here's Who Owns Most Of It.,58
5163a7c1f6c13700020032cc,Hold On A Sec. Where In The World Is OUR money?,32
516436d1e884fc0002009a5d,Joan Rivers Picks On Adele. Then This Comedian Turns It Into A (NSFW) Teaching Moment. ,57
516436d1e884fc0002009a5d,"Newsflash: If You Make Fat Jokes About Women, You’re Being A Dick",30
51643a9c6891a60002009dc5,Seeing A Woman Say Things Like This About Other Women… You Bet I Get The Warm-N-Fuzzies,42
51643a9c6891a60002009dc5,This Woman Works For The Website You Use To Procrastinate. Good Thing She's Not.  ,29
516492475f77be0002011c74,Watch The Best TV Show Ever Destroy American Educational Policy In Less Than 2 Minutes,82
516492475f77be0002011c74,"If You’re Not Cheating, You’re Not Trying",53
5164955d6acaf10002012169,Teachers: Still Hot After All These Years,42
5164955d6acaf10002012169,Why It Still Pays To Be A Teacher,37
5164a6e6f78c010002013ad3,What You Don’t Know About Wall Street Is Exactly What’s Wrong With It,48
5164a6e6f78c010002013ad3,The New York Stock Exchange Is Dominated By Computers. That’s Not A Good Thing.,21
5164a93c37c76c0002013d7b,How America Could Scare The Hell Out Of The Rest Of The World,30
5164a93c37c76c0002013d7b,Think America Scares The Rest Of The World Now? Imagine How Terrifying We COULD Be.,15
51655f47e8f2ae00020059ac,Not Another Story From Afghanistan — A GREAT Story From Afghanistan,31
51655f47e8f2ae00020059ac,Wow! Check Out One Of Afghanistan’s Best Kept Secrets. ,20
5166e6d682c2b40002007da4,Does Anyone Have Mark Zuckerberg's Cell Number? Something Awful Might Happen To Your Facebook Stuff.,54
5166e6d682c2b40002007da4,"These Guys Won't Return My Calls, But They Could Loan Your Private Internet Stuff To The Feds",26
516880d2a056a1000200f058,You Know You're Working In A Patriarchal Society When…,71
516880d2a056a1000200f058,Which Star Of Inception And X-Men Is Now Starring In My Feminist Dreams?,25
5168913c97ce0e00020103bb,"Did You Hear About That Big Oil Spill That Just Happened? No, Not That One. No, Not That One Either.",30
5168913c97ce0e00020103bb,Name All The Oil Spills That Happened In The Last Month. Aside From Arkansas And Minnesota.,21
516a19ad439940000200cf18,What The End Of Your Day Would Look Like If These People Had Their Way,48
516a19ad439940000200cf18,The Answer That Could Bring World Peace. Or Get This Lady New Shoes. ,23
516c5195eecb04000200598e,This Mother And Father Are Smiling. But What She Has To Say Will Tear You Apart.,117
516c5195eecb04000200598e,"This Mom's Bravery Is A Testament To What Needs To Be Done, No Matter What The NRA Thinks",38
516df4ea6528290002001134,If You Saw Someone Bullying A Kid For Being Gay Would You Speak Out? Me Too. Unless It's Friday.,31
516df4ea6528290002001134,I Wish All The People Who Love Gay Rights Would Just Stop Talking On Friday,15
516e0278eb1fc00002003d75,"2 Dads, 2 Kids, 1 Sweet Little Song",26
516e0278eb1fc00002003d75,Her Parents Are Cool And Sometimes Strict And Definitely Both Dads,16
516ec172accfd3000202fc33,Why Wasn’t This Homecoming Queen Invited To Her Own Homecoming?,48
516ec172accfd3000202fc33,"I’m Tired Of ‘Tradition’ Being Used As A Shield For ‘Ignorance,’ Aren’t You?",24
516f1dfff9c4b100020135e2,46 Senators Decided The NRA Was More Important Than Than Your Family Today,25
516f1dfff9c4b100020135e2,How Many People Need To Die Before The Senate Stops Being Afraid Of The NRA?,11
516f29bc1b4543000201744a,These People Defend 'Criminals' And Sleep Pretty Well At Night. As Well They Should.,34
516f29bc1b4543000201744a,This Documentary Is About Lawyers You'll Actually Like. Seriously.,23
516f2c6900815a0002018c77,"President Obama Rationally, Passionately, And Emphatically Calls Out The Senate For Betraying Us",92
516f2c6900815a0002018c77,That One Time The Senate Ignored 90% Of Americans So That The NRA Wouldn't Be Mean To Them,41
516f2cc68d86850002016cc6,Do You Need To Yell At Your Congressperson? Check Out This Map To Find Out.,32
516f2cc68d86850002016cc6,MAPS: Is Your State Gray Or Red?,10
51707d7711362200020065a4,This Is What Happens When You Allow Gay People To Get Married In Your Country,102
51707d7711362200020065a4,And Now For Something That Will Make You Exuberant And Happy After A Horrible Week Of Tragedy,64
5171a7135f5c190002027134,"If You Watch Hilary Swank Annoy A Whiny Senator, $1 Will Go To Punching Malaria In The Face",62
5171a7135f5c190002027134,"If You'd Like To See Malaria Get Punched In The Face, All You Have To Do Is Watch This",25
5171cc40a507ae0002002eae,"In A Week Filled With Tragedy, Amy Poehler's Advice For Self Care Is Like A Warm, Virtual Hug",54
5171cc40a507ae0002002eae,"Amy Poehler's Advice On Self Care And Looking At Things On The Internet Is Like A Warm, Virtual Hug",29
5172ee930edd77000201d4a5,I Can't Believe What The Government Is Planning To Do To Your Grandma,38
5172ee930edd77000201d4a5,The Feds Will Not Be Cutting Your Social Security. They'll Just Be Decreasing Your Benefits By 10%.,14
5175a64c162a4e0002000e8f,A Woman With Schizophrenia Is Given The Correct Answers To Test Questions By One Of The Voices,93
5175a64c162a4e0002000e8f,Voices In Your Head? It May Not Be As Bad As Actually Going To A Doctor.,33
5175b5518d59bc0002002d41,A Women Lost Both Of Her Legs At The Boston Marathon. She Just Found A Reason To Smile.,93
5175b5518d59bc0002002d41,Watch A Pep Talk On Steroids For 2 Victims Of The Boston Marathon Bombing,35
5176b6a937ff320002010120,"‘Dad, Did You Know Other Peoples’ Lives Are Different From Ours?’",73
5176b6a937ff320002010120,This Man Looked Through The Our Neighbors’ Windows So You Wouldn’t Have To,63
5176d0a90c13640002012b30,Watch This Professional Sports League Make A Stand No Other Major American One Ever Has,70
5176d0a90c13640002012b30,What Did The NHL Do That No Other Major American Pro Sports League Has Ever Done?,59
5176d31032738d0002012e48,Could You Talk To A Person Who Just Killed Someone You Were Trying To Protect?,45
5176d31032738d0002012e48,Why America Can't Kill Or Capture Its Way Out Of Every Situation,18
51773b0ff3e68d0002006ca1,Why Is This Actress Living On $1.50 A Day?,58
51773b0ff3e68d0002006ca1,Could You Survive On $1.50 A Day?,21
5177b3a7d5ad4e000200f96a,You Need Balls To Resign Like THIS ,64
5177b3a7d5ad4e000200f96a,How To Fire Your Boss The Epic Way,32
5177e8668359400002014e52,I'm Okay With People Bragging About Their Looks … As Long As THIS Is Their Reasoning,45
5177e8668359400002014e52,"Mirror, Mirror, On The Wall, Stop Me If I Complain About This At All",21
51780546f545960002001a83,I'm Okay With People Bragging About Their Looks… As Long As THIS Is Their Reasoning,66
51780546f545960002001a83,I'm Okay With People Bragging About Their Looks … As Long As THIS Is Their Reasoning,61
517873f25400d80002001804,Three Guys Pull A Prank So Hard They Might Die For It,48
517873f25400d80002001804,Dictators Have A Way Of Killing People Who Do This Kind Of Thing,23
51788b11e61180000200371f,The Land Before Time Might Not Be What You Think It Is,51
51788b11e61180000200371f,"Think You Know How The Universe Was Created? Watch This.",30
5178e8b338d102000200c9e3,You’ll Be Shocked At What Exists In One Of The Richest Areas In The World,46
5178e8b338d102000200c9e3,One Problem Silicon Valley Can Help Fix … If It Wants To,23
517954e79cf32800020089a2,Three Guys Pull A Prank So Hard They Might Die For It,70
517954e79cf32800020089a2,Three Pakistani Guys Pull A Prank So Hard They Might Die For It,59
517aebc2a7615a00020156ff,The Bulletproof Logic Of A Gun Control Opponent,47
517aebc2a7615a00020156ff,"If We Can't Prevent Every Single Crime From Happening, Why Bother At All?",15
517dfd8aa6c3f10002006e7a,CNN's Coverage Of A National Tragedy Is So Awful Even These Comedians Can't Keep A Straight Face,91
517dfd8aa6c3f10002006e7a,"CNN, Just Go Home. These Comedians Just Won The News.",58
517f0727a6c3f10002046a30,"If You Could Have 1 Wish, Would It Be More Awesome Than What These Guys Said?",51
517f0727a6c3f10002046a30,What Do The Israelis And Palestinians Really Want? It's Better Than You Think.,14
5180a9d210ed50000200a605,Cancer Surviving Comic Fails To Make Her Point. Hilarious.,51
5180a9d210ed50000200a605,"Cancer May Have Taken Her Breasts, But It Couldn't Touch Her Sense Of Humor ",37
5180b91fc0bfaa000200bf05,These Guys Said Einstein Was Wrong. These Guys Were Embarrassed. ,40
5180b91fc0bfaa000200bf05,They Said Einstein Was Wrong. Guess Who Looks Stupid Now?,32
5182a936d8485a00020266da,A Seriously Scary Thing Is Scheduled To Happen In One Of Our Greatest Cities This November,90
5182a936d8485a00020266da,"One Of The Biggest Threats To One Of Our Greatest Cities Is Being Built Underneath It As We Speak",70
518329c9584ba2000200b9d1,Al Franken Forced To Use Kid's Analogy To Help Other Senators Understand That Science Is Real,72
518329c9584ba2000200b9d1,Senator Franken Forced To Use Kid's Snacks To Help Other Senators Understand That Science Is Real,60
518870298df9c12137000c2d,WOW: Young Women Missing For 10 Years Found Locked In Basement By The Awesomest Good Samaritan EVER,118
518870298df9c12137000c2d,The Unbelievable Happy Ending To A Horrible 10 Year NIghtmare For 3 Young Women,52
51889187862c8924a10060cf,MUST WATCH: 3 Young Women Missing For 10 Years And Locked In House Freed By Awesome Good Samaritan,114
51889187862c8924a10060cf,MUST WATCH: 3 Young Women Missing For 10 Years And Locked In House Saved By Awesome Good Samaritan,79
5189df873d57a6208300105f,"Why Every Woman Should Take Off Her Clothes. Or Leave Them On. Oh, Who Cares?",91
5189df873d57a6208300105f,Who’s Ready For Bikini Season? I Promise You’ll Like The Answer. ,48
5189e3d2ae53b7721e001983,Should You Think Twice About Giving Your Son A Girlie Toy?   ,34
5189e3d2ae53b7721e001983,Children's Gift-Giving Guide For The Enlightened Soul,10
5189ee45010e7a321a0018dc,What It's Like To Leave Your Culture Behind,21
5189ee45010e7a321a0018dc,Voices Of Immigrants: What It Was Like Coming To America,7
518a4b21ae53b72126004995,Here’s What The Little Guys Can Do That The Big Guys Just Can’t,12
518a4b21ae53b72126004995,You Can't Judge Its Power By The Size Of Its Tower,6
518a8692ae53b77c820041a5,What It's Like To Leave Your Culture Behind,21
518a8692ae53b77c820041a5,We’ve Come A Long Way Since Immigrants Were Treated Like Outsiders In America. Right?,10
518aaace7c8dd700140026a5,All The Things You Think About Feminism Are Probably Pretend Things. Just Sayin'.,22
518aaace7c8dd700140026a5,"If Feminism Scares You, Then You Are In The Wrong Movie Theatre",16
518c1445fb74660019009502,Student Freaks Out In Front Of His Class And Says What We're All Thinking About Our Education System,162
518c1445fb74660019009502,Student Freaks Out After Getting Sent To Principal's Office For Standing Up For His Principles,136
518d22e06ada4b253501624c,How Much Does It Cost To Make Congress Ignore Something 90% Of Americans Support?,26
518d22e06ada4b253501624c,It Only Cost The NRA 8 Million Dollars To Make The United States A Less Safe Place,7
518d61fd75ff0a001400cb0e,What Did America's Moms Find Completely Unacceptable?,24
518d61fd75ff0a001400cb0e,America's Moms Have Had Enough. Are You On Their Side?,22
5190fa8f2ef85a001400139b,OMG. There's A Riff In The Space Time Continuum. ,34
5190fa8f2ef85a001400139b,Ground Control To Major Awesome,28
519169cdc8821e0018003798,"In Case You Missed It, Here's When It's Okay For Boys To Play With Dolls And Girls To Play With Cars",49
519169cdc8821e0018003798,Definitive Proof That There's No Such Thing As Boy Toys Or Girl Toys (Until You're Over 18),29
5192a06ae36cf87029001419,A Man With A Camera Asked A Bunch Of Folks A Question About Our Education System. They Were Way Off,53
5192a06ae36cf87029001419,How Many Students In Philadelphia Schools Are Going To Graduate From College?,14
51933fa1e6b292001000808f,"How Does The Worst Human Being Of Retail Sleep At Night? After He Sees This, He Won't.",65
51933fa1e6b292001000808f,"How Does The Meanest Human Being In Retail Sleep At Night? After He Sees This, He Won't.",49
5193bfd1950d5100140141df,Artificial Limbs That Look 100% Badass — And These Are Just The Beginning,34
5193bfd1950d5100140141df,The Technology Of The Future Used In The Perfect Way,23
51950515849a6f001901671d,I'm Actually Comfortable With These People Hacking The Government,19
51950515849a6f001901671d,Is Your Government Broken? Call In The Geek Squad!,5
