Method,Dataset,Task,Data_Type,Seed,Accuracy,F1,Model
literature_only,with_heuristics/deceptive_reviews_OOD_seed_42,with_heuristics/deceptive_reviews,OOD,42,0.54,0.44965171208198773,meta-llama/llama-3.1-70b-instruct
hypogenic,with_heuristics/deceptive_reviews_OOD_seed_42,with_heuristics/deceptive_reviews,OOD,42,0.6733333333333333,0.6606491527771365,meta-llama/llama-3.1-70b-instruct
hyporefine,with_heuristics/deceptive_reviews_OOD_seed_42,with_heuristics/deceptive_reviews,OOD,42,0.67,0.6448758968392476,meta-llama/llama-3.1-70b-instruct
few_shot_gen,llamagc_detect_IND_seed_42,llamagc_detect,IND,42,0.6366666666666667,0.6347221285871592,meta-llama/llama-3.1-70b-instruct
literature_only,llamagc_detect_IND_seed_42,llamagc_detect,IND,42,0.5033333333333333,0.34640522875817,meta-llama/llama-3.1-70b-instruct
hypogenic,llamagc_detect_IND_seed_42,llamagc_detect,IND,42,0.5966666666666667,0.5353243129072314,meta-llama/llama-3.1-70b-instruct
hyporefine,llamagc_detect_IND_seed_42,llamagc_detect,IND,42,0.6066666666666667,0.5696362575374441,meta-llama/llama-3.1-70b-instruct
few_shot_gen,llamagc_detect_OOD_seed_42,llamagc_detect,OOD,42,0.6333333333333333,0.6330724070450098,meta-llama/llama-3.1-70b-instruct
literature_only,llamagc_detect_OOD_seed_42,llamagc_detect,OOD,42,0.49666666666666665,0.33184855233853006,meta-llama/llama-3.1-70b-instruct
hypogenic,llamagc_detect_OOD_seed_42,llamagc_detect,OOD,42,0.5066666666666667,0.3742601048537122,meta-llama/llama-3.1-70b-instruct
hyporefine,llamagc_detect_OOD_seed_42,llamagc_detect,OOD,42,0.45666666666666667,0.35110603909287547,meta-llama/llama-3.1-70b-instruct
few_shot_gen,with_heuristics/llamagc_detect_IND_seed_42,with_heuristics/llamagc_detect,IND,42,0.5566666666666666,0.5490455362289357,meta-llama/llama-3.1-70b-instruct
literature_only,with_heuristics/llamagc_detect_IND_seed_42,with_heuristics/llamagc_detect,IND,42,0.5133333333333333,0.36763686763686765,meta-llama/llama-3.1-70b-instruct
hypogenic,with_heuristics/llamagc_detect_IND_seed_42,with_heuristics/llamagc_detect,IND,42,0.5533333333333333,0.4460978835978836,meta-llama/llama-3.1-70b-instruct
hyporefine,with_heuristics/llamagc_detect_IND_seed_42,with_heuristics/llamagc_detect,IND,42,0.57,0.49592966460436344,meta-llama/llama-3.1-70b-instruct
few_shot_gen,with_heuristics/llamagc_detect_OOD_seed_42,with_heuristics/llamagc_detect,OOD,42,0.54,0.5316742081447964,meta-llama/llama-3.1-70b-instruct
literature_only,with_heuristics/llamagc_detect_OOD_seed_42,with_heuristics/llamagc_detect,OOD,42,0.49333333333333335,0.3361323602684721,meta-llama/llama-3.1-70b-instruct
hypogenic,with_heuristics/llamagc_detect_OOD_seed_42,with_heuristics/llamagc_detect,OOD,42,0.5,0.3557944490878174,meta-llama/llama-3.1-70b-instruct
hyporefine,with_heuristics/llamagc_detect_OOD_seed_42,with_heuristics/llamagc_detect,OOD,42,0.53,0.4430331227365249,meta-llama/llama-3.1-70b-instruct
few_shot_gen,gptgc_detect_IND_seed_42,gptgc_detect,IND,42,0.5433333333333333,0.5074245856254269,meta-llama/llama-3.1-70b-instruct
literature_only,gptgc_detect_IND_seed_42,gptgc_detect,IND,42,0.5,0.3333333333333333,meta-llama/llama-3.1-70b-instruct
hypogenic,gptgc_detect_IND_seed_42,gptgc_detect,IND,42,0.65,0.6178622120318811,meta-llama/llama-3.1-70b-instruct
hyporefine,gptgc_detect_IND_seed_42,gptgc_detect,IND,42,0.49333333333333335,0.3889365351629503,meta-llama/llama-3.1-70b-instruct
few_shot_gen,gptgc_detect_OOD_seed_42,gptgc_detect,OOD,42,0.58,0.5527897401921348,meta-llama/llama-3.1-70b-instruct
literature_only,gptgc_detect_OOD_seed_42,gptgc_detect,OOD,42,0.5033333333333333,0.34640522875817,meta-llama/llama-3.1-70b-instruct
hypogenic,gptgc_detect_OOD_seed_42,gptgc_detect,OOD,42,0.7,0.6829970157737671,meta-llama/llama-3.1-70b-instruct
hyporefine,gptgc_detect_OOD_seed_42,gptgc_detect,OOD,42,0.63,0.6044973544973545,meta-llama/llama-3.1-70b-instruct
few_shot_gen,with_heuristics/gptgc_detect_IND_seed_42,with_heuristics/gptgc_detect,IND,42,0.69,0.6897207486738064,meta-llama/llama-3.1-70b-instruct
literature_only,with_heuristics/gptgc_detect_IND_seed_42,with_heuristics/gptgc_detect,IND,42,0.5,0.3333333333333333,meta-llama/llama-3.1-70b-instruct
hypogenic,with_heuristics/gptgc_detect_IND_seed_42,with_heuristics/gptgc_detect,IND,42,0.5133333333333333,0.37784090909090906,meta-llama/llama-3.1-70b-instruct
hyporefine,with_heuristics/gptgc_detect_IND_seed_42,with_heuristics/gptgc_detect,IND,42,0.5033333333333333,0.3573061494442926,meta-llama/llama-3.1-70b-instruct
few_shot_gen,with_heuristics/gptgc_detect_OOD_seed_42,with_heuristics/gptgc_detect,OOD,42,0.6866666666666666,0.6889075348212788,meta-llama/llama-3.1-70b-instruct
literature_only,with_heuristics/gptgc_detect_OOD_seed_42,with_heuristics/gptgc_detect,OOD,42,0.5033333333333333,0.34640522875817,meta-llama/llama-3.1-70b-instruct
hypogenic,with_heuristics/gptgc_detect_OOD_seed_42,with_heuristics/gptgc_detect,OOD,42,0.55,0.4439791869740112,meta-llama/llama-3.1-70b-instruct
hyporefine,with_heuristics/gptgc_detect_OOD_seed_42,with_heuristics/gptgc_detect,OOD,42,0.5133333333333333,0.37784090909090906,meta-llama/llama-3.1-70b-instruct
few_shot_gen,persuasive_pairs_IND_seed_42,persuasive_pairs,IND,42,0.9033333333333333,0.9033236656999033,meta-llama/llama-3.1-70b-instruct
literature_only,persuasive_pairs_IND_seed_42,persuasive_pairs,IND,42,0.81,0.8097442116623461,meta-llama/llama-3.1-70b-instruct
hypogenic,persuasive_pairs_IND_seed_42,persuasive_pairs,IND,42,0.9033333333333333,0.9047948260481713,meta-llama/llama-3.1-70b-instruct
hyporefine,persuasive_pairs_IND_seed_42,persuasive_pairs,IND,42,0.9166666666666666,0.9166657407304526,meta-llama/llama-3.1-70b-instruct
few_shot_gen,persuasive_pairs_OOD_seed_42,persuasive_pairs,OOD,42,0.8633333333333333,0.8659673659673659,meta-llama/llama-3.1-70b-instruct
literature_only,persuasive_pairs_OOD_seed_42,persuasive_pairs,OOD,42,0.7433333333333333,0.7452147974057084,meta-llama/llama-3.1-70b-instruct
hypogenic,persuasive_pairs_OOD_seed_42,persuasive_pairs,OOD,42,0.8666666666666667,0.8692786278796032,meta-llama/llama-3.1-70b-instruct
hyporefine,persuasive_pairs_OOD_seed_42,persuasive_pairs,OOD,42,0.8666666666666667,0.8709970806198069,meta-llama/llama-3.1-70b-instruct
few_shot_gen,with_heuristics/persuasive_pairs_IND_seed_42,with_heuristics/persuasive_pairs,IND,42,0.8766666666666667,0.8766323978883023,meta-llama/llama-3.1-70b-instruct
literature_only,with_heuristics/persuasive_pairs_IND_seed_42,with_heuristics/persuasive_pairs,IND,42,0.8833333333333333,0.8848117919900098,meta-llama/llama-3.1-70b-instruct
hypogenic,with_heuristics/persuasive_pairs_IND_seed_42,with_heuristics/persuasive_pairs,IND,42,0.9066666666666666,0.9066625183341481,meta-llama/llama-3.1-70b-instruct
hyporefine,with_heuristics/persuasive_pairs_IND_seed_42,with_heuristics/persuasive_pairs,IND,42,0.9166666666666666,0.9166583324999167,meta-llama/llama-3.1-70b-instruct
few_shot_gen,with_heuristics/persuasive_pairs_OOD_seed_42,with_heuristics/persuasive_pairs,OOD,42,0.8866666666666667,0.8896271686969361,meta-llama/llama-3.1-70b-instruct
literature_only,with_heuristics/persuasive_pairs_OOD_seed_42,with_heuristics/persuasive_pairs,OOD,42,0.8266666666666667,0.8283253588516746,meta-llama/llama-3.1-70b-instruct
hypogenic,with_heuristics/persuasive_pairs_OOD_seed_42,with_heuristics/persuasive_pairs,OOD,42,0.8866666666666667,0.8896057347670252,meta-llama/llama-3.1-70b-instruct
hyporefine,with_heuristics/persuasive_pairs_OOD_seed_42,with_heuristics/persuasive_pairs,OOD,42,0.8766666666666667,0.876434638376507,meta-llama/llama-3.1-70b-instruct
few_shot_gen,dreaddit_IND_seed_42,dreaddit,IND,42,0.7933333333333333,0.7915172166427547,meta-llama/llama-3.1-70b-instruct
literature_only,dreaddit_IND_seed_42,dreaddit,IND,42,0.6033333333333334,0.5292659449623545,meta-llama/llama-3.1-70b-instruct
hypogenic,dreaddit_IND_seed_42,dreaddit,IND,42,0.7933333333333333,0.7912457912457913,meta-llama/llama-3.1-70b-instruct
hyporefine,dreaddit_IND_seed_42,dreaddit,IND,42,0.71,0.6917480601386543,meta-llama/llama-3.1-70b-instruct
few_shot_gen,dreaddit_OOD_seed_42,dreaddit,OOD,42,0.8066666666666666,0.8066580736921641,meta-llama/llama-3.1-70b-instruct
literature_only,dreaddit_OOD_seed_42,dreaddit,OOD,42,0.6166666666666667,0.5541638544208505,meta-llama/llama-3.1-70b-instruct
hypogenic,dreaddit_OOD_seed_42,dreaddit,OOD,42,0.8033333333333333,0.8033136646998034,meta-llama/llama-3.1-70b-instruct
hyporefine,dreaddit_OOD_seed_42,dreaddit,OOD,42,0.7666666666666667,0.7588535207385972,meta-llama/llama-3.1-70b-instruct
few_shot_gen,with_heuristics/dreaddit_IND_seed_42,with_heuristics/dreaddit,IND,42,0.6866666666666666,0.6717265785062395,meta-llama/llama-3.1-70b-instruct
literature_only,with_heuristics/dreaddit_IND_seed_42,with_heuristics/dreaddit,IND,42,0.6766666666666666,0.6406298240197592,meta-llama/llama-3.1-70b-instruct
hypogenic,with_heuristics/dreaddit_IND_seed_42,with_heuristics/dreaddit,IND,42,0.7566666666666667,0.7461723014870363,meta-llama/llama-3.1-70b-instruct
hyporefine,with_heuristics/dreaddit_IND_seed_42,with_heuristics/dreaddit,IND,42,0.75,0.7431477528282286,meta-llama/llama-3.1-70b-instruct
few_shot_gen,with_heuristics/dreaddit_OOD_seed_42,with_heuristics/dreaddit,OOD,42,0.7133333333333334,0.7029839749493461,meta-llama/llama-3.1-70b-instruct
literature_only,with_heuristics/dreaddit_OOD_seed_42,with_heuristics/dreaddit,OOD,42,0.72,0.7011060834590246,meta-llama/llama-3.1-70b-instruct
hypogenic,with_heuristics/dreaddit_OOD_seed_42,with_heuristics/dreaddit,OOD,42,0.7766666666666666,0.7750000000000001,meta-llama/llama-3.1-70b-instruct
hyporefine,with_heuristics/dreaddit_OOD_seed_42,with_heuristics/dreaddit,OOD,42,0.75,0.7427268529208035,meta-llama/llama-3.1-70b-instruct
few_shot_gen,headline_binary_IND_seed_42,headline_binary,IND,42,0.5566666666666666,0.5473675851663623,meta-llama/llama-3.1-70b-instruct
literature_only,headline_binary_IND_seed_42,headline_binary,IND,42,0.5566666666666666,0.5558326190290657,meta-llama/llama-3.1-70b-instruct
hypogenic,headline_binary_IND_seed_42,headline_binary,IND,42,0.57,0.5640664601520698,meta-llama/llama-3.1-70b-instruct
hyporefine,headline_binary_IND_seed_42,headline_binary,IND,42,0.5866666666666667,0.5854876091995008,meta-llama/llama-3.1-70b-instruct
few_shot_gen,headline_binary_OOD_seed_42,headline_binary,OOD,42,0.5833333333333334,0.578229915308567,meta-llama/llama-3.1-70b-instruct
literature_only,headline_binary_OOD_seed_42,headline_binary,OOD,42,0.5966666666666667,0.591101098282174,meta-llama/llama-3.1-70b-instruct
hypogenic,headline_binary_OOD_seed_42,headline_binary,OOD,42,0.6066666666666667,0.5980196220930232,meta-llama/llama-3.1-70b-instruct
hyporefine,headline_binary_OOD_seed_42,headline_binary,OOD,42,0.5833333333333334,0.5808697790345475,meta-llama/llama-3.1-70b-instruct
few_shot_gen,with_heuristics/headline_binary_IND_seed_42,with_heuristics/headline_binary,IND,42,0.5666666666666667,0.5510222877141278,meta-llama/llama-3.1-70b-instruct
literature_only,with_heuristics/headline_binary_IND_seed_42,with_heuristics/headline_binary,IND,42,0.5533333333333333,0.5504562533548041,meta-llama/llama-3.1-70b-instruct
hypogenic,with_heuristics/headline_binary_IND_seed_42,with_heuristics/headline_binary,IND,42,0.5733333333333334,0.5406698564593302,meta-llama/llama-3.1-70b-instruct
hyporefine,with_heuristics/headline_binary_IND_seed_42,with_heuristics/headline_binary,IND,42,0.6066666666666667,0.6009199134199135,meta-llama/llama-3.1-70b-instruct
few_shot_gen,with_heuristics/headline_binary_OOD_seed_42,with_heuristics/headline_binary,OOD,42,0.61,0.5993104944120367,meta-llama/llama-3.1-70b-instruct
literature_only,with_heuristics/headline_binary_OOD_seed_42,with_heuristics/headline_binary,OOD,42,0.5966666666666667,0.5950423364830041,meta-llama/llama-3.1-70b-instruct
hypogenic,with_heuristics/headline_binary_OOD_seed_42,with_heuristics/headline_binary,OOD,42,0.6233333333333333,0.6035597759352598,meta-llama/llama-3.1-70b-instruct
hyporefine,with_heuristics/headline_binary_OOD_seed_42,with_heuristics/headline_binary,OOD,42,0.5933333333333334,0.5880419611904011,meta-llama/llama-3.1-70b-instruct
few_shot_gen,retweet_IND_seed_42,retweet,IND,42,0.5366666666666666,0.4874064240144559,meta-llama/llama-3.1-70b-instruct
literature_only,retweet_IND_seed_42,retweet,IND,42,0.6266666666666667,0.6278274414194772,meta-llama/llama-3.1-70b-instruct
hypogenic,retweet_IND_seed_42,retweet,IND,42,0.63,0.6172650878533231,meta-llama/llama-3.1-70b-instruct
hyporefine,retweet_IND_seed_42,retweet,IND,42,0.65,0.648059803697786,meta-llama/llama-3.1-70b-instruct
few_shot_gen,retweet_OOD_seed_42,retweet,OOD,42,0.58,0.5496335129362653,meta-llama/llama-3.1-70b-instruct
literature_only,retweet_OOD_seed_42,retweet,OOD,42,0.65,0.6530653492027847,meta-llama/llama-3.1-70b-instruct
hypogenic,retweet_OOD_seed_42,retweet,OOD,42,0.66,0.6523218390804598,meta-llama/llama-3.1-70b-instruct
hyporefine,retweet_OOD_seed_42,retweet,OOD,42,0.6466666666666666,0.6522861442296563,meta-llama/llama-3.1-70b-instruct
few_shot_gen,with_heuristics/retweet_IND_seed_42,with_heuristics/retweet,IND,42,0.5466666666666666,0.5420875420875422,meta-llama/llama-3.1-70b-instruct
literature_only,with_heuristics/retweet_IND_seed_42,with_heuristics/retweet,IND,42,0.52,0.5160081053698075,meta-llama/llama-3.1-70b-instruct
hypogenic,with_heuristics/retweet_IND_seed_42,with_heuristics/retweet,IND,42,0.66,0.6502857142857141,meta-llama/llama-3.1-70b-instruct
hyporefine,with_heuristics/retweet_IND_seed_42,with_heuristics/retweet,IND,42,0.5333333333333333,0.5418210009475406,meta-llama/llama-3.1-70b-instruct
few_shot_gen,with_heuristics/retweet_OOD_seed_42,with_heuristics/retweet,OOD,42,0.5566666666666666,0.5498189121187846,meta-llama/llama-3.1-70b-instruct
literature_only,with_heuristics/retweet_OOD_seed_42,with_heuristics/retweet,OOD,42,0.5766666666666667,0.5804700384826827,meta-llama/llama-3.1-70b-instruct
hypogenic,with_heuristics/retweet_OOD_seed_42,with_heuristics/retweet,OOD,42,0.64,0.6369748657551555,meta-llama/llama-3.1-70b-instruct
hyporefine,with_heuristics/retweet_OOD_seed_42,with_heuristics/retweet,OOD,42,0.5766666666666667,0.590975980541198,meta-llama/llama-3.1-70b-instruct
few_shot_gen,journal_same/same_journal_health_IND_seed_42,journal_same/same_journal_health,IND,42,0.5625,0.36,meta-llama/llama-3.1-70b-instruct
literature_only,journal_same/same_journal_health_IND_seed_42,journal_same/same_journal_health,IND,42,0.4375,0.3111111111111111,meta-llama/llama-3.1-70b-instruct
hypogenic,journal_same/same_journal_health_IND_seed_42,journal_same/same_journal_health,IND,42,0.5625,0.36,meta-llama/llama-3.1-70b-instruct
hyporefine,journal_same/same_journal_health_IND_seed_42,journal_same/same_journal_health,IND,42,0.625,0.5362318840579711,meta-llama/llama-3.1-70b-instruct
few_shot_gen,journal_same/same_journal_health_OOD_seed_42,journal_same/same_journal_health,OOD,42,0.4789473684210526,0.3238434163701068,meta-llama/llama-3.1-70b-instruct
literature_only,journal_same/same_journal_health_OOD_seed_42,journal_same/same_journal_health,OOD,42,0.43157894736842106,0.32054890921886,meta-llama/llama-3.1-70b-instruct
hypogenic,journal_same/same_journal_health_OOD_seed_42,journal_same/same_journal_health,OOD,42,0.5052631578947369,0.36214285714285716,meta-llama/llama-3.1-70b-instruct
hyporefine,journal_same/same_journal_health_OOD_seed_42,journal_same/same_journal_health,OOD,42,0.5421052631578948,0.47254219981492707,meta-llama/llama-3.1-70b-instruct
few_shot_gen,with_heuristics/journal_same/same_journal_health_IND_seed_42,with_heuristics/journal_same/same_journal_health,IND,42,0.625,0.49999999999999994,meta-llama/llama-3.1-70b-instruct
literature_only,with_heuristics/journal_same/same_journal_health_IND_seed_42,with_heuristics/journal_same/same_journal_health,IND,42,0.28125,0.2647058823529412,meta-llama/llama-3.1-70b-instruct
hypogenic,with_heuristics/journal_same/same_journal_health_IND_seed_42,with_heuristics/journal_same/same_journal_health,IND,42,0.5625,0.36,meta-llama/llama-3.1-70b-instruct
hyporefine,with_heuristics/journal_same/same_journal_health_IND_seed_42,with_heuristics/journal_same/same_journal_health,IND,42,0.59375,0.4793491864831039,meta-llama/llama-3.1-70b-instruct
few_shot_gen,with_heuristics/journal_same/same_journal_health_OOD_seed_42,with_heuristics/journal_same/same_journal_health,OOD,42,0.5052631578947369,0.38019371139809094,meta-llama/llama-3.1-70b-instruct
literature_only,with_heuristics/journal_same/same_journal_health_OOD_seed_42,with_heuristics/journal_same/same_journal_health,OOD,42,0.24736842105263157,0.24854605054457019,meta-llama/llama-3.1-70b-instruct
hypogenic,with_heuristics/journal_same/same_journal_health_OOD_seed_42,with_heuristics/journal_same/same_journal_health,OOD,42,0.5105263157894737,0.374136334496759,meta-llama/llama-3.1-70b-instruct
hyporefine,with_heuristics/journal_same/same_journal_health_OOD_seed_42,with_heuristics/journal_same/same_journal_health,OOD,42,0.5578947368421052,0.4736842105263158,meta-llama/llama-3.1-70b-instruct
few_shot_gen,journal_same/same_journal_nips_IND_seed_42,journal_same/same_journal_nips,IND,42,0.55,0.46972049689440987,meta-llama/llama-3.1-70b-instruct
literature_only,journal_same/same_journal_nips_IND_seed_42,journal_same/same_journal_nips,IND,42,0.35,0.3043478260869565,meta-llama/llama-3.1-70b-instruct
hypogenic,journal_same/same_journal_nips_IND_seed_42,journal_same/same_journal_nips,IND,42,0.5,0.3333333333333333,meta-llama/llama-3.1-70b-instruct
hyporefine,journal_same/same_journal_nips_IND_seed_42,journal_same/same_journal_nips,IND,42,0.5,0.3333333333333333,meta-llama/llama-3.1-70b-instruct
few_shot_gen,journal_same/same_journal_nips_OOD_seed_42,journal_same/same_journal_nips,OOD,42,0.5466666666666666,0.4307171567590438,meta-llama/llama-3.1-70b-instruct
literature_only,journal_same/same_journal_nips_OOD_seed_42,journal_same/same_journal_nips,OOD,42,0.36333333333333334,0.30617977528089885,meta-llama/llama-3.1-70b-instruct
hypogenic,journal_same/same_journal_nips_OOD_seed_42,journal_same/same_journal_nips,OOD,42,0.5133333333333333,0.34680272108843535,meta-llama/llama-3.1-70b-instruct
hyporefine,journal_same/same_journal_nips_OOD_seed_42,journal_same/same_journal_nips,OOD,42,0.5133333333333333,0.34989864242275326,meta-llama/llama-3.1-70b-instruct
few_shot_gen,with_heuristics/journal_same/same_journal_nips_IND_seed_42,with_heuristics/journal_same/same_journal_nips,IND,42,0.45,0.3157894736842105,meta-llama/llama-3.1-70b-instruct
literature_only,with_heuristics/journal_same/same_journal_nips_IND_seed_42,with_heuristics/journal_same/same_journal_nips,IND,42,0.4,0.30188679245283023,meta-llama/llama-3.1-70b-instruct
hypogenic,with_heuristics/journal_same/same_journal_nips_IND_seed_42,with_heuristics/journal_same/same_journal_nips,IND,42,0.5,0.3333333333333333,meta-llama/llama-3.1-70b-instruct
hyporefine,with_heuristics/journal_same/same_journal_nips_IND_seed_42,with_heuristics/journal_same/same_journal_nips,IND,42,0.5,0.3333333333333333,meta-llama/llama-3.1-70b-instruct
few_shot_gen,with_heuristics/journal_same/same_journal_nips_OOD_seed_42,with_heuristics/journal_same/same_journal_nips,OOD,42,0.4866666666666667,0.35255813953488374,meta-llama/llama-3.1-70b-instruct
literature_only,with_heuristics/journal_same/same_journal_nips_OOD_seed_42,with_heuristics/journal_same/same_journal_nips,OOD,42,0.33666666666666667,0.2853107344632768,meta-llama/llama-3.1-70b-instruct
hypogenic,with_heuristics/journal_same/same_journal_nips_OOD_seed_42,with_heuristics/journal_same/same_journal_nips,OOD,42,0.51,0.3384955752212389,meta-llama/llama-3.1-70b-instruct
hyporefine,with_heuristics/journal_same/same_journal_nips_OOD_seed_42,with_heuristics/journal_same/same_journal_nips,OOD,42,0.51,0.33774834437086093,meta-llama/llama-3.1-70b-instruct
few_shot_gen,journal_same/same_journal_radiology_IND_seed_42,journal_same/same_journal_radiology,IND,42,0.6122448979591837,0.46533490011750883,meta-llama/llama-3.1-70b-instruct
literature_only,journal_same/same_journal_radiology_IND_seed_42,journal_same/same_journal_radiology,IND,42,0.5102040816326531,0.3932806324110672,meta-llama/llama-3.1-70b-instruct
hypogenic,journal_same/same_journal_radiology_IND_seed_42,journal_same/same_journal_radiology,IND,42,0.6530612244897959,0.5708994708994709,meta-llama/llama-3.1-70b-instruct
hyporefine,journal_same/same_journal_radiology_IND_seed_42,journal_same/same_journal_radiology,IND,42,0.6326530612244898,0.5033783783783784,meta-llama/llama-3.1-70b-instruct
few_shot_gen,journal_same/same_journal_radiology_OOD_seed_42,journal_same/same_journal_radiology,OOD,42,0.7557251908396947,0.7503540073633532,meta-llama/llama-3.1-70b-instruct
literature_only,journal_same/same_journal_radiology_OOD_seed_42,journal_same/same_journal_radiology,OOD,42,0.4847328244274809,0.41493323824240264,meta-llama/llama-3.1-70b-instruct
hypogenic,journal_same/same_journal_radiology_OOD_seed_42,journal_same/same_journal_radiology,OOD,42,0.7557251908396947,0.7569431324390704,meta-llama/llama-3.1-70b-instruct
hyporefine,journal_same/same_journal_radiology_OOD_seed_42,journal_same/same_journal_radiology,OOD,42,0.7824427480916031,0.7716339169661288,meta-llama/llama-3.1-70b-instruct
few_shot_gen,with_heuristics/journal_same/same_journal_radiology_IND_seed_42,with_heuristics/journal_same/same_journal_radiology,IND,42,0.4489795918367347,0.36853146853146856,meta-llama/llama-3.1-70b-instruct
literature_only,with_heuristics/journal_same/same_journal_radiology_IND_seed_42,with_heuristics/journal_same/same_journal_radiology,IND,42,0.5102040816326531,0.33783783783783783,meta-llama/llama-3.1-70b-instruct
hypogenic,with_heuristics/journal_same/same_journal_radiology_IND_seed_42,with_heuristics/journal_same/same_journal_radiology,IND,42,0.5918367346938775,0.49119718309859156,meta-llama/llama-3.1-70b-instruct
hyporefine,with_heuristics/journal_same/same_journal_radiology_IND_seed_42,with_heuristics/journal_same/same_journal_radiology,IND,42,0.6122448979591837,0.4602898550724637,meta-llama/llama-3.1-70b-instruct
few_shot_gen,with_heuristics/journal_same/same_journal_radiology_OOD_seed_42,with_heuristics/journal_same/same_journal_radiology,OOD,42,0.5305343511450382,0.5665534969444175,meta-llama/llama-3.1-70b-instruct
literature_only,with_heuristics/journal_same/same_journal_radiology_OOD_seed_42,with_heuristics/journal_same/same_journal_radiology,OOD,42,0.5419847328244275,0.4203611217825586,meta-llama/llama-3.1-70b-instruct
hypogenic,with_heuristics/journal_same/same_journal_radiology_OOD_seed_42,with_heuristics/journal_same/same_journal_radiology,OOD,42,0.6755725190839694,0.6320434373318988,meta-llama/llama-3.1-70b-instruct
hyporefine,with_heuristics/journal_same/same_journal_radiology_OOD_seed_42,with_heuristics/journal_same/same_journal_radiology,OOD,42,0.7786259541984732,0.7636261821801893,meta-llama/llama-3.1-70b-instruct
